GSM509547	GSM509548	GSM509549	GSM509550	GSM509551	GSM509552	GSM509553	GSM509554	GSM509555	GSM509556	GSM509557	GSM509558
200825_s_at	989.9	618	405.3	413.6	488.5	513.8	567.9	641.7	491	526	415	534.8
200826_at	886.5	1040.9	1461.9	1147.3	887.8	1003.2	913.9	862.5	1072.5	612.7	570.3	877.1
200827_at	232.2	167.4	75.2	156.8	200.1	156.2	260.8	184.1	205.6	148.2	141.3	154.3
200828_s_at	384.7	316.3	266.1	373.4	184.4	395.8	284.7	293.3	248	181.1	264.2	288
200830_at	447.2	493.2	721.6	609.6	522.2	475.7	513.9	621	550.5	569.4	518.5	626.3
200832_s_at	1895.7	2485.2	1457.9	2722.7	3414.4	1780.7	1200.9	1894.4	3452.7	1794.6	2599.5	2929
200834_s_at	3119	3456.6	3255.6	3709.7	4141	3362.5	4585.3	4244.2	3747.9	4929.4	3787.1	3192.6
200837_at	419.2	230.6	218.1	228.4	284.1	354.6	331	292.6	251.9	505.2	324.6	286
200839_s_at	1010	634.4	712.1	755.8	671.3	613.2	1434.5	796	792.5	257.8	581	590.5
200840_at	955	775.3	1335.3	879	910.5	970.5	1283.8	1028.6	1009.7	1199.4	464.8	789.3
200843_s_at	307	248	403.4	311.3	282.4	246.4	228.7	296.1	300.3	221.9	150.2	236.5
200845_s_at	628.7	812.9	691.5	664.2	932.3	854.8	1029.9	1378.4	1000.9	603.3	570.6	830.4
200846_s_at	116.7	90.8	67.3	137.2	99.4	106.5	112.3	95.5	101.7	270.8	127.7	158
200847_s_at	904.8	845.2	1599.2	1237.6	1156.9	917.4	1105.6	1095.3	1135.8	615	502.1	622.4
200850_s_at	4210.6	2783.1	2205.6	3010.7	3216.3	5455.6	4760.4	2886.6	3877.3	662.2	1777.6	2617.5
200852_x_at	303.9	206.9	94.1	161.8	128.9	291.3	248	195.6	165.6	204.9	156.2	226.9
200853_at	118.4	152.9	238.5	140	93.4	267.5	407.2	193.9	144	7.5	47.6	92
200854_at	195.4	204.2	148.8	193.1	209.7	205.5	210.1	164.8	153.7	153.8	166.4	195.4
200858_s_at	1322.4	1555.5	1016.4	1662.8	1591.2	1495.4	2151.5	1258	1843.5	674.8	2491	1631.8
200862_at	448	422.3	307.9	453.7	406.5	170.7	243.3	562.2	584.7	711.9	181.7	300.5
200863_s_at	693.2	711.9	1067.2	700.3	490	591.8	647.3	486.1	572.1	436.8	358.7	497.5
200866_s_at	470.7	397.4	246.6	278.7	256.1	290.8	313.3	308.1	275.8	59.7	236.5	250.6
200867_at	195.7	124.7	114.4	155.6	159.7	136.7	191.4	204.9	189.8	64.2	75.2	155
200869_at	919	753.8	730.2	1127.5	1032.7	1261.8	1709.1	1053.5	1131.9	334	1546.9	1042.7
200870_at	561.3	718	1217.2	699.4	535.6	467.6	533.9	695	609.3	317.8	475	388.9
200872_at	392.4	274.7	225	266.5	338.9	380.1	550.9	304.7	372.6	38.8	706.5	293
200873_s_at	562.2	556.5	792.7	435.2	389	458	610.8	557.3	558.6	265.4	182.7	345.3
200875_s_at	226.2	202.7	237.2	195.2	237.6	208	271.9	218.2	223.2	280.2	219.7	274
200876_s_at	339.1	409.8	560.9	312.6	347.1	452.9	367.3	344.6	458.5	152.7	218	329.8
200877_at	924.5	776.2	1034.4	786.3	552.9	807.6	916.2	924.8	761.4	158.4	276.2	531.1
200878_at	756.1	468.1	268	928.1	502.4	1100	1047.5	735.3	699.6	7.2	1227.6	721.1
200880_at	903.4	566.5	1113.6	514.7	593.1	416.5	818.8	663.3	590.9	265.1	331.6	528
200882_s_at	675.2	1073.1	1407.2	1030.8	838.1	829.2	753.5	890.3	1056.1	816.7	472.9	773
200884_at	771.5	1095.9	478.7	642.6	904.9	562.3	372.3	735.1	811	952.7	505.1	779.8
200885_at	215.5	162.2	93.4	147.9	148.3	193.4	212.7	131.8	172.4	119.5	206.9	242.7
200886_s_at	1030.7	1877	2656.6	1265.5	1338.3	1451.9	1273.7	1660	1712.6	1181.5	695.8	1101.8
200887_s_at	265.8	341.3	1594.6	245.2	243.5	397.3	337	221.5	285.4	53.4	189.5	314.9
200888_s_at	1201.8	1254.1	1541.8	1546.9	1616	1370.3	1666	1474.3	1852.8	321.9	1762.4	1676
200891_s_at	260.7	324.4	383.6	293.2	392.9	315.2	519.3	270.1	378.4	459.1	176.5	369.1
200893_at	680.5	488.9	654.6	656	671.4	633.4	762.7	582.1	648.2	365.7	283.9	498.4
200895_s_at	565.4	262.5	303.4	330.2	298.8	314	442.4	300.5	273.3	732.3	82.2	392.5
200896_x_at	586.8	556.6	360.7	434.1	626.1	553.1	562.8	639.3	444	447.9	552.9	461
200899_s_at	398	407.3	599.7	431.8	315.5	334.8	286.2	491.5	384	454.3	496.8	371.5
200901_s_at	147.2	207.3	170.4	111.1	135.9	215.5	142.3	144.5	149.4	22.3	147.1	135.8
200902_at	174.2	214.4	308.7	165.8	215.9	154.4	185.8	124.7	149	81.9	121.3	105.1
200903_s_at	171.3	130.5	111	158.1	107.8	132.7	125.7	143.4	113.3	128.1	122	122.1
200904_at	367.6	260.9	228.5	279	192.5	501.5	322.1	238.5	250.6	220.7	424.9	510
200909_s_at	1955.8	1986	1384.9	2668.1	2841.7	2070.9	3597	2172.6	2705.9	2214.3	3390.7	2447.8
200910_at	684.3	448.7	351.1	351.9	404.7	367.1	605	466.2	430.7	384.3	288	399.5
200911_s_at	1155.7	1155.7	1288.4	1415	1094.4	1610.7	1007.6	1249.4	1022.6	471.6	1593	1218.8
200912_s_at	3544.7	3305	3593.3	3011.6	1936.7	2096.9	2600.3	3110.5	3017.4	680.8	1553.8	1807.2
200913_at	10	70.5	39.7	36.1	14	9.5	78.2	14.8	15.8	19	20.2	11.4
200918_s_at	274.5	257.4	343.4	263.5	178.1	240.9	255.2	242.8	268.9	50.2	84.1	148
200919_at	597.1	415.4	332.5	411	417	533.8	393.1	395	378.4	549.3	728.7	552.4
200921_s_at	158.5	206.6	128.1	147.7	135.4	206.9	223.4	216.9	146.9	72.1	153.9	185.3
200922_at	22.2	25.5	12.5	35.9	28.7	22.3	31.7	47.6	15.8	21.1	11.6	16.5
200923_at	291.2	219.3	411.3	218.1	308.4	242.8	292.3	261.4	309.9	308.2	150.1	306
200924_s_at	172	122.7	90.6	112.3	121.4	184.6	171.9	168.1	128	234.9	112.8	125.1
200925_at	4144.3	6145.8	6156.5	6216.2	4976.4	4876.2	3804.2	4966.8	5140.7	1931.8	1766.9	2745.8
200926_at	5220.8	6870.3	4965	7969.5	8678.8	6625.9	8736	6876.7	9036.2	5499.9	10775.1	8471.5
200929_at	354.2	156.2	310.3	273.3	278.1	303.2	243.2	229	210.5	98.6	235.1	139.6
200931_s_at	287.1	200	251.9	218.2	226.6	330.1	258.8	265.1	181.1	323.9	370.1	206.2
200932_s_at	359	696.9	612.7	465.1	410.2	424.2	333.5	669.6	521	660.6	325.2	423.5
200933_x_at	3429.6	3187	2544.8	4104	3962.4	5048.4	5267.8	4383.9	5547.7	2161.7	6371.9	4559.6
200934_at	147	207	272	235.3	189.7	213.2	267	223.7	268.2	78.1	142	216.2
200936_at	1437	1293.4	745.8	1397.9	1346.6	1554.1	2311.1	1366.1	1561.5	645.2	1596	1477.3
200937_s_at	1478.9	1420.4	1050	1478.4	1375.9	1367.4	1485.5	1233.8	1679.6	273.5	1881.3	1704.8
200940_s_at	557.8	437.2	345.7	302.3	378.4	302.6	354.8	508.8	325.3	294.6	458.1	431.3
200942_s_at	455.1	575	520.3	412.6	303.7	511.2	346.1	429.6	523.4	137.8	621.8	602.6
200944_s_at	493.7	375	383.4	403.1	408.7	426.6	534	327.2	411.6	261.6	400	448.1
200945_s_at	522.7	388.2	424.6	342.1	282.3	320.6	369	312.6	379	66.7	196.7	296.6
200947_s_at	628.7	611.9	532.3	597	581.2	692.2	315.2	526.9	835	180.4	329.4	644.8
200948_at	311.1	370.8	215.2	213.2	249.6	371.4	249.4	322.6	288	171.2	257.1	314.5
200950_at	277.7	396	416	397	166	165.1	205.2	257.2	223.3	149.4	248.6	219.4
200953_s_at	280.1	226.3	146.1	255.2	216	256.8	221.6	175.1	281.7	231.1	266.9	284.2
200955_at	323.7	419.5	434.3	259	229.7	253.8	219.9	340.5	268.5	234	267	299.6
200957_s_at	189.5	128.1	132.4	150.9	209.6	171.1	143.2	158.6	171.1	168.2	373.4	221.6
200958_s_at	1175.5	1168.4	1556.2	1064.8	814.1	1210.9	1242.1	911.5	1010	380.8	793.9	899.9
200959_at	284.3	249	188.7	283.4	377.9	258.6	235.6	276.2	370.3	481	431.6	317.6
200961_at	93.8	119.5	194.5	111	73.7	103.9	150.2	144.8	106.1	94.2	150.8	128.7
200962_at	149.3	118.1	161.5	122.8	80.6	18.9	163.5	122.6	111.3	152.1	224.1	192.9
200964_at	420.7	610.6	193.8	294.6	283.6	363.6	336.9	440.5	360.6	358.5	261	445.2
200965_s_at	701.5	699.7	423.6	614.4	872	736.9	1193.6	996.2	830	453.2	454.3	839.5
200966_x_at	915.6	1197.4	881.7	878.2	824.6	963.4	882.2	1072.8	906.2	284.4	645	681.1
200968_s_at	818.6	405.6	345.4	380.1	343.6	496	652.5	341.3	400.8	207	122.1	362.7
200971_s_at	931.7	366.6	354.4	349.5	427.1	464.2	1053.1	402.3	322.4	555.3	425.1	399.3
200972_at	771.1	725.1	744.1	595.7	807.3	679.5	634.1	684.4	812	396.5	512.2	448.1
200974_at	205.8	231.6	328.2	498.7	339.2	245.5	292	184.3	374.9	79.2	969.5	467.9
200975_at	574.3	645.3	966.3	737.7	635.9	565.9	701.5	640.4	763.5	420.9	364	514
200976_s_at	519	740.1	502.6	473.1	691	534.3	458.6	585.1	719	524.6	519.2	534.9
200978_at	1325.7	2740.7	5465.4	1790.2	1181	1271.6	996.9	2359.9	2172.7	456.7	625	988.2
200980_s_at	306.8	387	335.5	364.6	308	369.7	288.9	355.5	395.6	262.3	228.1	312.8
200982_s_at	391.7	598.1	419.3	357.8	287.7	245.5	205.9	310.7	345.4	143.7	263.9	271.4
200984_s_at	685	392.5	436.4	332.4	252.1	633.1	536.5	454.9	361.5	313.7	582.2	290.3
200986_at	200.3	97.5	111.3	96.2	89.4	225.6	317.7	139.9	104.8	53.9	144.4	78.4
200988_s_at	84.2	68.5	76	75.3	82.6	49.8	58.2	69.5	80.1	50.4	31.6	69.7
200989_at	800.2	689.6	834.5	644.4	1104.9	1210.7	1267.1	834.7	747.1	718.8	763.4	744.9
200990_at	251.5	206	79.7	168	173.4	235.6	220.9	208.5	226.4	113	25.2	228.2
200992_at	371.4	388	359.9	344.8	323.2	261	336.6	367	397.3	278	322	301.5
200996_at	300.8	271.2	456.9	356.8	186.4	184.5	251.8	159.7	250.9	45.1	47.9	152.7
200997_at	213.3	167.4	238.3	179.3	192	135.3	307.5	252.5	178.8	272.1	145.2	233.2
200998_s_at	130.9	119.3	146.5	178.6	110.2	157	174.4	171.7	116.9	142.4	151.9	165.4
201000_at	786.8	652.7	547.6	655.1	470.1	571.6	577.1	605.1	534.5	457.9	462.5	552
201002_s_at	318.6	328.5	431.5	235.9	299.9	304.1	286.1	289.9	342.9	207	145	296.5
201004_at	516.6	396.2	459.9	566	498.2	542.8	669.8	497.5	559	319.1	545.7	464.8
201005_at	793.6	733.4	820.8	762.8	586.4	550.8	463.3	492.7	518.6	30.5	250.6	490.4
201007_at	1410.6	1466.1	1544.6	1367.2	1702.7	2022.4	1621	2179.8	1718.7	503.6	691.8	1540.3
201010_s_at	1809	761.9	796.7	1525.6	985.3	1853.9	703.9	1172.2	846.5	275	1614.7	1296.1
201011_at	148.3	143.6	160.5	158.4	152.8	139.5	152.9	80.1	167.2	255.8	80.3	112.5
201012_at	330.4	78.2	125.2	115	129.9	256.4	290.6	103.2	96	174.7	272.4	162.8
201013_s_at	427.4	434	381.2	410.2	475.9	454.2	361.9	498.6	517.9	259.6	214	405
201015_s_at	82.1	66.4	38.4	64.4	31.2	14.8	54.8	67.3	60.7	142.5	29.2	105
201018_at	247.5	314.1	472.6	406.8	301.9	344.6	300.9	400.1	425.6	137.4	342.9	252.7
201020_at	255.4	328.8	486.7	235.2	132.4	162.1	167.1	266.6	212.3	173.9	152.2	202.8
201022_s_at	1737.3	2418.2	2964.6	2261.6	2004.9	2016.7	1492.8	2294	2418.3	1498.4	1496.1	1900.5
201023_at	329.2	342.1	415.7	349.7	357.2	278.6	339	414.9	338.7	120.9	123.6	194.6
201029_s_at	1740.1	1072.4	770.1	1250	1756.8	1684.8	1160	713.3	951.4	648.7	838.8	1395.5
201030_x_at	2497.2	3052.6	4464.6	2955.6	3170.7	3449	2216.9	3307.7	3315.3	661.7	2745.3	2685.8
201031_s_at	555.2	516	490.8	443.7	773.8	626.6	665.1	563.8	633.9	403.8	483.4	585.7
201032_at	667	874.2	632.3	570.4	614.3	513	593.5	753.3	689.1	1223	351.4	714.2
201034_at	1386.9	1304.9	1349.6	1198.6	1736.3	1201.3	1145.6	1457.9	1214.8	272.2	902.4	1348.5
201037_at	307.7	420.6	510	319.7	326.2	336.7	304.7	426.3	299.9	211.5	148	158.8
201039_s_at	146.9	116.3	65.8	164.4	85.1	101.6	53.7	87.4	36.9	118.7	23	99.6
201040_at	135.9	118.9	55.9	157.1	74	115.4	88.1	92.6	112.6	18.4	227.5	197.9
201041_s_at	791.6	778.8	672	575	1432.6	1007.8	545.8	553.9	505.1	164.9	1347.6	331.7
201042_at	330.8	204.5	98.9	269.8	167.6	278.5	376.9	137.5	163.6	189.5	796.7	395.3
201049_s_at	6961.5	7116.3	6025.5	8004.2	7278.7	7967.7	8817.9	7155.2	8784.7	2102.7	11061.9	8311
201050_at	284.3	433.1	208.1	177.4	136.3	172	70.7	166.8	170.9	191.6	141.9	158.7
201051_at	622.1	599.8	330.3	654.6	800.2	598.9	502.4	533.6	632.5	305.4	794.3	922
201052_s_at	91.1	97.9	69.7	80.1	76.9	95.9	74	75.6	66	21.7	42.3	120.1
201055_s_at	66	71.8	68.3	85.7	63.7	57.1	94.3	74.8	75.2	186.1	116.1	59.3
201057_s_at	192.6	139.3	204.7	147.8	251.5	162.7	184.1	218.6	196	151.6	221.9	284.3
201058_s_at	9.4	36.4	2.3	33.3	17	5	5.4	6.6	7.7	9.9	14.6	34.9
201059_at	434.3	377.6	389.2	532.5	638.1	458.1	437.9	515.4	705	934.3	415.6	695.3
201063_at	114.1	100	71.6	138.7	69.8	116.6	127.6	106.3	107.2	281	230.8	114.6
201064_s_at	228.3	221.5	168	220.2	163.1	214.3	220.1	150	178.9	152.9	322.6	209.4
201066_at	318.6	437.7	495.4	406.3	226.6	422.7	346.5	350.1	358.4	124.6	180.2	230.2
201068_s_at	586.6	543.2	826	543.1	497.6	539.8	556.3	592.9	672.5	194.9	209	425.7
201069_at	89.4	73.5	49.6	66.2	90.2	73.7	89.5	59.1	73.7	208.7	185.3	78.4
201075_s_at	44.7	41.6	18.5	40.5	39.6	30	38.1	42.2	44.6	86	118.6	86.8
201077_s_at	543.6	489.3	851.8	348.4	305.7	461.8	502.2	412.7	536.7	202.1	369.9	376.4
201078_at	161.7	216.1	233.9	177.5	117.9	86.7	108.1	138.3	103.9	219.7	317.9	139.6
201079_at	372.9	293.2	38.8	197.3	275.9	178.3	261.1	220.9	242.7	215.5	120.4	371
201080_at	202.9	205	179.8	209.3	241.3	150.6	195.9	177.2	246.9	147.3	202.4	210.8
201082_s_at	368.2	444	107.4	236.6	295.4	176.2	161.2	211.1	254.5	5.6	175	321
201087_at	179.8	125.7	103	172.5	132.9	138.3	194.4	149.3	102	175.5	442.5	159.9
201088_at	93.1	158.1	226.8	123.1	136.1	144.2	127.6	139.9	182.4	136.8	102.9	144.7
201089_at	647.9	1461.4	2341.9	911.7	255.1	422.6	370.7	900.6	788.5	341.3	336.3	332.5
201092_at	333.4	388.5	397.1	415.3	427.2	310.9	292.1	333.2	358.7	205.8	528.8	389.8
201094_at	3062.5	3466.7	3110.4	3797.5	5019.9	3994.7	4546.2	3736.6	4603.3	4010	5633.7	3718
201095_at	183.7	132.5	115.5	147.6	141	155.5	150.5	184.8	137.3	152.7	179.2	234.3
201097_s_at	672.1	599.5	751.6	556.7	756.1	821	861.6	593.8	575	239	441	362
201098_at	285.3	219.6	274.1	296.7	186.4	288.7	228.2	227.2	240.3	132.9	291.5	265.8
201099_at	137.8	250.1	333.1	249.9	187.6	196.8	203.9	304.2	272.4	91.6	193.5	167.9
201102_s_at	82.4	125.4	53.5	155	150.3	89.5	73.4	68.5	95.2	371.6	197	141.8
201105_at	783.5	913.2	639	966	1027.9	1093.5	1051.5	1081.1	1250.1	465.9	288	877.4
201106_at	619.4	1419	1035.5	1252.7	1061.5	1332.3	986.5	1040.5	1063.6	447.9	737.1	920.3
201110_s_at	3.3	1.7	10.4	18.5	13.1	13.2	15.9	6.3	8.7	6	10.1	8.6
201111_at	303.8	279.4	373.5	278	538.7	310.5	353.9	319.7	361.8	533.5	132.9	240.6
201113_at	631.7	653.2	404.8	474.3	540	468.1	568.1	626.7	663.9	265.3	255.5	493.4
201115_at	137.5	177.1	68.9	130.8	114.1	149.3	139.7	85.6	121.7	210.6	79.5	96.5
201117_s_at	562.3	610.4	893.8	556.8	656.8	530.1	641.8	762	655.1	195.9	144.8	493.7
201118_at	70.9	75.9	47.1	47	33.7	105.2	76.6	73.9	42.9	4.6	11.4	85.1
201119_s_at	1076.4	1283.5	1532.8	1429.7	1615.2	1414.8	1489.8	1399.2	1411.1	516.8	882.9	789.6
201121_s_at	643.7	936.5	1232.4	780.9	784.2	730.1	474.8	852.2	1019.7	550.4	509.4	687.1
201124_at	133.8	175.4	161.9	145.3	126.9	200.2	144.6	140.5	149.7	198.5	199.8	177.6
201126_s_at	160.9	131.6	45.5	117.6	167.7	127.6	160.3	191.2	74.5	340.1	241.8	170.5
201128_s_at	551.2	588.1	802.2	558.9	523	610.6	629.1	771.8	706.5	388.4	172.4	365.4
201129_at	391.1	243.9	244.9	202.3	292.8	250.1	333.3	358	347	310.8	196.4	272.2
201131_s_at	11.7	5.7	18.5	13	18.9	19.2	5.9	3.6	3.3	62.4	2.9	13.3
201132_at	174.2	155	235.6	159.7	166.5	135	200.8	142.7	156.3	70	75.9	124.1
201135_at	683.3	566.6	643.1	661.5	837.2	740.6	804.7	948.7	839.1	661.2	509.9	682.7
201136_at	72.2	6.6	4.6	19.1	7.2	36.8	64.7	17	7.4	25.6	38.8	13.5
201137_s_at	283.6	181.7	168.2	209	269.6	255.4	481.7	196.7	301.4	139.9	589.3	442.7
201138_s_at	187.2	266	374.2	263.4	238.8	242.9	280.5	252.7	248.9	282.3	133	231.2
201140_s_at	188.9	157.3	59.9	136.5	133.7	113.6	108.5	66.7	89.4	17.3	156.1	201.4
201141_at	175.1	147.6	77.4	199.4	133.3	136.8	303	133.5	257.7	92.7	176.5	315
201142_at	119.2	129.4	211.1	146.4	117.5	116.9	92.5	142.2	186.4	252.6	227.8	153.5
201145_at	411.8	367.9	381.5	336.5	285.6	403.7	365.1	427.7	331	238.6	333.3	335.5
201146_at	511.5	333.5	345.3	461.4	304.6	268.7	460.8	276.9	294.1	85.5	127.1	470.2
201149_s_at	75.6	107.6	45.6	61.8	36.6	45	66.1	63.8	17.5	30	141.4	148.5
201153_s_at	273.8	193.3	253.2	132.6	197.3	205.6	219.9	173.1	226.2	114.1	116.8	148.6
201157_s_at	403.7	186.6	229.7	209.9	285.2	212.5	480.2	241.3	205.3	95.8	150.9	178.3
201160_s_at	694.5	148.8	334.7	275.9	225.4	729.7	1093.9	155.9	190.5	431.2	608.5	218.2
201163_s_at	509.9	387.7	367.6	422.7	502.5	573.6	871.7	247.8	367.8	73.6	676.5	405.1
201166_s_at	499.5	660.8	623.7	577.5	533.9	625.3	538.6	692.1	575.7	377.9	349	620.3
201170_s_at	324.8	278.8	414.5	252.1	268.5	551.2	333.8	314.1	242.6	70.6	719.4	258.2
201174_s_at	881.2	1052.5	1226.7	1014.7	970	715.6	690.7	838.8	878.8	516.6	473.7	723.4
201176_s_at	369.5	342.9	324.4	355.7	377.1	357.1	374.8	299.2	319.4	115.4	195.2	238.4
201177_s_at	163.2	238.2	252.2	204.3	242.7	130.2	216.4	187.6	211.3	92.8	159	180.4
201178_at	869.6	1074.9	865.7	975.5	1382.7	1167.9	702.8	1066	1176.8	748.6	834.7	1277.1
201180_s_at	278.8	203.2	245.9	266.3	364.3	455.7	390.8	277.2	330.2	260.3	149.7	190.9
201183_s_at	306	280.5	166.4	334.7	414.5	285.6	344.8	292.2	327.7	455.4	422.8	393.5
201185_at	1296.1	1596.4	1278	1594.5	1851.1	1627.1	1058.9	1856.3	1524.3	1080.2	1016.2	1849.1
201186_at	173.4	97.4	293.7	177.8	247.1	333	321.5	265.2	250.4	335.9	35.4	285.9
201189_s_at	27.4	4.4	16.7	52.7	7	15	39.6	24	22.3	11.4	207.4	67.6
201192_s_at	93.4	93.7	124.2	92.2	94.1	97.5	87	108.4	104	23.1	115.9	111.2
201193_at	265.6	141.2	210.8	151.4	177.8	198.4	267.3	204.8	183.9	7.1	147.1	127.8
201194_at	2338.8	2347.2	1504	1944.7	2095.3	1580.4	1707.1	1723.8	2021.5	703.5	1904.9	1759.2
201195_s_at	342.2	213.5	138.8	257.1	222.7	232.6	420.2	261.3	198.5	44.5	582.6	264
201197_at	168.6	193.1	150.2	221.3	152.6	187.5	159.3	135.7	157.8	164.4	263.3	190.5
201198_s_at	350.7	385.5	421.7	378.5	289.8	314.7	272.4	412	339.7	210.1	341.7	304.8
201200_at	374.8	294	261	368.5	215	322.3	513.1	250	234.8	181.3	172.9	335.9
201201_at	1208.6	840	1035.1	989.4	937.7	1186.8	1092.7	966.6	805	140.1	604.9	842.2
201202_at	133	73.9	53.9	100.9	58.5	59.5	74.9	58.5	67.1	49.3	40.2	69.8
201205_at	50.7	75	44.5	90.7	88.5	61.6	67	4.7	31.1	100.5	158.3	53.6
201207_at	249.3	249.1	171.8	231.6	261.7	269.8	205.6	212.8	231.8	182.4	278.3	267.9
201209_at	158.1	112	70.5	81.5	159.7	113	183.5	138.4	138.1	60.4	106.4	155.6
201210_at	429.9	407.2	580.9	382	553.3	704.1	781.4	830.4	619.2	202.9	445.6	411
201212_at	33	14.8	68.8	6.4	5.3	15.9	33.1	31.6	7	20.9	9.4	62.5
201215_at	564.7	621.9	758.4	721.4	702.8	588.6	505.2	505.9	624.1	341.7	516.8	631.3
201216_at	331.7	351.4	343.7	349.6	304.3	247.9	385.1	338	321.8	335.2	417.9	290.6
201221_s_at	210.6	244.5	74.4	375.8	359.6	139.5	209.9	296.7	307	877.1	258.2	410.1
201222_s_at	205.9	143.6	261.8	137.9	147	134.7	241	169.7	138	12.9	125.1	218.6
201225_s_at	376.3	360.8	457.8	465.7	590.5	446.5	321.2	423	512.7	358.6	480.4	538.1
201227_s_at	886.5	1187.8	1818.4	1451.2	1714.6	1296.2	1436	1479	1546.5	3166.7	869	935.7
201229_s_at	144.1	156.7	59.8	125.4	150.4	134.8	79.8	83.1	111.5	75.7	41	78
201231_s_at	1342.8	1324.7	741.3	960.8	1157.8	1325.7	1262.4	997.9	1191.2	560	713.8	941.2
201232_s_at	109.5	137.5	106.2	116.8	167.3	109.7	128	119.8	106.1	245.4	103.7	114.6
201234_at	256	274.4	163.5	213.5	170.4	207.5	187.8	194.5	174.5	179.1	248.3	299.8
201236_s_at	265.8	162.6	296.7	192.3	264.6	362.6	186.2	91.9	153.3	179.3	405.5	222
201237_at	93.7	70.5	137.6	85.2	134.1	84.2	98.7	85.2	97.9	43.8	102.1	100.9
201241_at	371.9	540.5	700.5	410	404.1	514.4	324.7	665	511	175.7	150.8	422.1
201242_s_at	4981	6182.1	5356.7	5366.8	4786	3689	3570	4673.1	4957.8	7135.5	1754.2	4854.7
201244_s_at	250.6	243.6	156.4	247.6	245.5	240.4	261.2	254.6	193.2	190.4	200.5	278.6
201247_at	102.8	98.6	87.1	83.2	97.5	84	78.8	91.8	99.6	187.9	155.3	129.3
201250_s_at	533.2	303.6	407.7	455.6	354.4	359.1	565.3	498.5	363	1003.1	746.3	421.3
201251_at	559.2	932.3	256.9	293.9	328.8	279.8	253.4	415.2	388.4	95.6	203.4	497.6
201252_at	102	132.1	69.3	133.1	94.6	97.1	111.1	51.9	53.5	20.1	51.6	73.6
201253_s_at	467.2	656.4	938	614.8	376.1	420.9	420.1	482.8	485.2	756	590.1	796.2
201256_at	679.3	745	910.2	651.6	616	584.5	625.2	756.2	690.4	463.2	561.4	515.3
201257_x_at	6543.3	6571.9	5857	6658.1	7548.8	7248.1	8101.6	7328.5	7799.1	2997.3	10572.2	8477.9
201258_at	1136.4	1328.3	1191	1571.8	1340	1538	2026.3	1434.9	1630.3	512.1	1650.2	2173.5
201260_s_at	233.7	245.7	206.6	318.3	282.9	166.3	145.2	207.1	272.4	162.5	132.6	269.2
201262_s_at	4.9	5	8.5	17.9	2.6	2.2	2.9	7.9	4.1	142.2	76.9	6.6
201263_at	244	178.1	198.5	168.3	154.6	103.8	242	140.3	153.6	246.7	50.3	107.8
201264_at	241.7	156.4	78.3	128.4	156.3	147.3	112.9	94.4	172.8	26	80.4	162.7
201266_at	243.2	232.3	402.1	221.1	196.4	333.6	359.9	292.3	221.5	116.1	180.8	125.4
201267_s_at	60.4	67.9	8.9	36.2	53.6	66.1	9.9	30.1	77.7	7.4	44.4	38.6
201268_at	442.2	767.6	592.8	534.7	547.7	625.2	930.7	586.7	717	710.3	509.7	480.9
201271_s_at	134.3	134.2	77.6	83.4	107.3	104.8	122.3	133.4	123	146.1	97	128.4
201272_at	676.4	784.5	1025.6	630.2	515.4	726.5	515.9	788.6	699.9	646.5	702.1	637.6
201273_s_at	1058.5	1221.3	1086.3	1222.7	1061.3	1247.3	1289.3	1063.6	1385.4	240.7	975	968.3
201274_at	222.6	220.2	352.1	266.6	213.4	185.6	163.3	194.2	240.6	111.2	21.1	112.2
201275_at	145.9	207.7	161	112.3	171.1	132	177	176.7	195.2	262.2	100.9	237.4
201276_at	397.5	426.8	365.3	450.5	417.1	320.7	392.6	515.7	508.2	395.9	628	417.3
201277_s_at	175.2	190	185.1	154.1	200.2	160.4	196.9	199.9	128.1	15.3	180.1	154.6
201278_at	112.1	84.5	53.9	76.3	63.3	81.9	90.7	103.3	51.5	244.7	104.4	147.3
201281_at	245.3	216.4	173.3	201.1	254.6	246.8	221	215.9	207.3	472.1	340	250.1
201282_at	129.1	128.5	18.5	26.4	50.5	22.4	60.1	56.1	36.4	30	140.4	97.5
201284_s_at	83.4	96.9	84.4	81.7	59	97	83.9	76.9	62.3	65.7	11.8	67.5
201285_at	195	231	216.9	220.5	283.7	253.2	204.6	211.9	240	152.4	258.5	260.4
201286_at	66.6	81.8	98.1	62	41.3	6.8	36.1	33.4	43.3	33	7.4	66.8
201288_at	217.5	117.8	116	165.7	106.9	208	341.4	90.6	169.8	238.5	258.7	276.4
201289_at	98.3	82.6	102.5	39.1	95.3	124.8	63	40	63.4	18.2	21.4	20.5
201290_at	583.5	527.7	442.1	778	899.2	666.1	823.4	674.8	811.4	672.2	724.5	787.5
201292_at	3.1	3.5	2.4	7.9	3.5	8.1	3.4	5.8	3.6	60.2	12.8	5
201293_x_at	4371.9	4852.4	5624.5	5140	4075.3	4387.1	4005.8	5033.9	5669.6	1773.1	3633.4	4266.8
201300_s_at	879.3	964.7	1111	935.8	1301	839.2	897.7	941.3	946.8	795.7	194.5	666.2
201302_at	88.2	104.7	90.2	139.7	115.3	115.2	126.7	109.5	134.3	85.9	153	114.5
201304_at	156.1	380.3	535.5	272.8	286.5	213.1	262.1	323.5	210.6	153.7	121.3	179.7
201312_s_at	594.5	643.1	634.3	572	515.7	374.3	480.7	412.6	634.9	152.9	327.9	539.8
