"","Module","Gene"
"AC025521.1","HuAgeMSNDsplitRnaseq_13","AC025521.1"
"HIST1H4J","HuAgeMSNDsplitRnaseq_03","HIST1H4J"
"AL645939.1","HuAgeMSNDsplitRnaseq_10","AL645939.1"
"AL645933.2","HuAgeMSNDsplitRnaseq_14","AL645933.2"
"AC137630.3","HuAgeMSNDsplitRnaseq_08","AC137630.3"
"AC073869.9","HuAgeMSNDsplitRnaseq_10","AC073869.9"
"SLC14A1","HuAgeMSNDsplitRnaseq_07","SLC14A1"
"MIR4478","HuAgeMSNDsplitRnaseq_02","MIR4478"
"NKX6-2","HuAgeMSNDsplitRnaseq_08","NKX6-2"
"AL359091.2","HuAgeMSNDsplitRnaseq_08","AL359091.2"
"AC008494.2","HuAgeMSNDsplitRnaseq_11","AC008494.2"
"MIR4717","HuAgeMSNDsplitRnaseq_17","MIR4717"
"TAF9P3","HuAgeMSNDsplitRnaseq_09","TAF9P3"
"PLP1","HuAgeMSNDsplitRnaseq_08","PLP1"
"AL353803.5","HuAgeMSNDsplitRnaseq_01","AL353803.5"
"CX3CR1","HuAgeMSNDsplitRnaseq_06","CX3CR1"
"AC069234.4","HuAgeMSNDsplitRnaseq_01","AC069234.4"
"AC004383.1","HuAgeMSNDsplitRnaseq_01","AC004383.1"
"RN7SKP160","HuAgeMSNDsplitRnaseq_12","RN7SKP160"
"RN7SL336P","HuAgeMSNDsplitRnaseq_10","RN7SL336P"
"AL359091.1","HuAgeMSNDsplitRnaseq_08","AL359091.1"
"AC011458.2","HuAgeMSNDsplitRnaseq_01","AC011458.2"
"CXCR4","HuAgeMSNDsplitRnaseq_12","CXCR4"
"RPS15AP36","HuAgeMSNDsplitRnaseq_02","RPS15AP36"
"C1QC","HuAgeMSNDsplitRnaseq_06","C1QC"
"AL021997.2","HuAgeMSNDsplitRnaseq_08","AL021997.2"
"MOBP","HuAgeMSNDsplitRnaseq_08","MOBP"
"AC113361.1","HuAgeMSNDsplitRnaseq_13","AC113361.1"
"PENK","HuAgeMSNDsplitRnaseq_04","PENK"
"MIR7-2","HuAgeMSNDsplitRnaseq_10","MIR7-2"
"AC138969.2","HuAgeMSNDsplitRnaseq_03","AC138969.2"
"AL591926.3","HuAgeMSNDsplitRnaseq_05","AL591926.3"
"CYP21A1P","HuAgeMSNDsplitRnaseq_08","CYP21A1P"
"TIMM8AP1","HuAgeMSNDsplitRnaseq_26","TIMM8AP1"
"AL135786.1","HuAgeMSNDsplitRnaseq_07","AL135786.1"
"AC139495.3","HuAgeMSNDsplitRnaseq_03","AC139495.3"
"HSPB1P1","HuAgeMSNDsplitRnaseq_17","HSPB1P1"
"HIST1H2AE","HuAgeMSNDsplitRnaseq_12","HIST1H2AE"
"AC137800.2","HuAgeMSNDsplitRnaseq_20","AC137800.2"
"RNASE6","HuAgeMSNDsplitRnaseq_06","RNASE6"
"RNU6-247P","HuAgeMSNDsplitRnaseq_04","RNU6-247P"
"AC091812.2","HuAgeMSNDsplitRnaseq_04","AC091812.2"
"AC126755.3","HuAgeMSNDsplitRnaseq_06","AC126755.3"
"C2CD4B","HuAgeMSNDsplitRnaseq_24","C2CD4B"
"MOG","HuAgeMSNDsplitRnaseq_08","MOG"
"AC104458.1","HuAgeMSNDsplitRnaseq_08","AC104458.1"
"AC098479.1","HuAgeMSNDsplitRnaseq_25","AC098479.1"
"AC138466.3","HuAgeMSNDsplitRnaseq_17","AC138466.3"
"IGHV4-4","HuAgeMSNDsplitRnaseq_05","IGHV4-4"
"IER3","HuAgeMSNDsplitRnaseq_24","IER3"
"HES5","HuAgeMSNDsplitRnaseq_07","HES5"
"CD24","HuAgeMSNDsplitRnaseq_04","CD24"
"LINC01736","HuAgeMSNDsplitRnaseq_06","LINC01736"
"AC009501.2","HuAgeMSNDsplitRnaseq_08","AC009501.2"
"MCFD2P1","HuAgeMSNDsplitRnaseq_01","MCFD2P1"
"AL162713.1","HuAgeMSNDsplitRnaseq_12","AL162713.1"
"TMEM235","HuAgeMSNDsplitRnaseq_08","TMEM235"
"RNU6-520P","HuAgeMSNDsplitRnaseq_13","RNU6-520P"
"MIR376A1","HuAgeMSNDsplitRnaseq_02","MIR376A1"
"AC017048.3","HuAgeMSNDsplitRnaseq_02","AC017048.3"
"AC010424.1","HuAgeMSNDsplitRnaseq_07","AC010424.1"
"NPTX2","HuAgeMSNDsplitRnaseq_05","NPTX2"
"AC098614.4","HuAgeMSNDsplitRnaseq_02","AC098614.4"
"IGHJ3P","HuAgeMSNDsplitRnaseq_05","IGHJ3P"
"RNU6-7","HuAgeMSNDsplitRnaseq_11","RNU6-7"
"C1QB","HuAgeMSNDsplitRnaseq_06","C1QB"
"MIR563","HuAgeMSNDsplitRnaseq_13","MIR563"
"TRAJ3","HuAgeMSNDsplitRnaseq_11","TRAJ3"
"NR4A1","HuAgeMSNDsplitRnaseq_12","NR4A1"
"C1QA","HuAgeMSNDsplitRnaseq_06","C1QA"
"AC245014.3","HuAgeMSNDsplitRnaseq_01","AC245014.3"
"MUC20P1","HuAgeMSNDsplitRnaseq_05","MUC20P1"
"AC254633.1","HuAgeMSNDsplitRnaseq_12","AC254633.1"
"DSP","HuAgeMSNDsplitRnaseq_12","DSP"
"AL513210.1","HuAgeMSNDsplitRnaseq_28","AL513210.1"
"CR769776.2","HuAgeMSNDsplitRnaseq_03","CR769776.2"
"TRBJ1-1","HuAgeMSNDsplitRnaseq_13","TRBJ1-1"
"IGLV1-40","HuAgeMSNDsplitRnaseq_05","IGLV1-40"
"AC147067.2","HuAgeMSNDsplitRnaseq_01","AC147067.2"
"AC113403.1","HuAgeMSNDsplitRnaseq_08","AC113403.1"
"RNU6-891P","HuAgeMSNDsplitRnaseq_04","RNU6-891P"
"ERMN","HuAgeMSNDsplitRnaseq_08","ERMN"
"MAG","HuAgeMSNDsplitRnaseq_08","MAG"
"CNN1","HuAgeMSNDsplitRnaseq_24","CNN1"
"THNSL2","HuAgeMSNDsplitRnaseq_12","THNSL2"
"AP003355.3","HuAgeMSNDsplitRnaseq_02","AP003355.3"
"TMSB4Y","HuAgeMSNDsplitRnaseq_13","TMSB4Y"
"VTRNA1-3","HuAgeMSNDsplitRnaseq_25","VTRNA1-3"
"AC008737.2","HuAgeMSNDsplitRnaseq_02","AC008737.2"
"AP003392.6","HuAgeMSNDsplitRnaseq_02","AP003392.6"
"HIST1H4K","HuAgeMSNDsplitRnaseq_13","HIST1H4K"
"AL512598.1","HuAgeMSNDsplitRnaseq_01","AL512598.1"
"AC018635.2","HuAgeMSNDsplitRnaseq_01","AC018635.2"
"CARNS1","HuAgeMSNDsplitRnaseq_08","CARNS1"
"SIX3","HuAgeMSNDsplitRnaseq_04","SIX3"
"PTGDR","HuAgeMSNDsplitRnaseq_12","PTGDR"
"MAPK15","HuAgeMSNDsplitRnaseq_04","MAPK15"
"AC245452.2","HuAgeMSNDsplitRnaseq_02","AC245452.2"
"AC072052.1","HuAgeMSNDsplitRnaseq_25","AC072052.1"
"MIR320A","HuAgeMSNDsplitRnaseq_01","MIR320A"
"RNU6-1246P","HuAgeMSNDsplitRnaseq_03","RNU6-1246P"
"AC097359.1","HuAgeMSNDsplitRnaseq_03","AC097359.1"
"TUBB2BP1","HuAgeMSNDsplitRnaseq_01","TUBB2BP1"
"AP001324.1","HuAgeMSNDsplitRnaseq_03","AP001324.1"
"IFITM4P","HuAgeMSNDsplitRnaseq_23","IFITM4P"
"TYMP","HuAgeMSNDsplitRnaseq_03","TYMP"
"IGLC7","HuAgeMSNDsplitRnaseq_05","IGLC7"
"AC116614.1","HuAgeMSNDsplitRnaseq_14","AC116614.1"
"DUSP5","HuAgeMSNDsplitRnaseq_24","DUSP5"
"IGF2","HuAgeMSNDsplitRnaseq_12","IGF2"
"COL1A1","HuAgeMSNDsplitRnaseq_12","COL1A1"
"AL603650.1","HuAgeMSNDsplitRnaseq_16","AL603650.1"
"STC1","HuAgeMSNDsplitRnaseq_15","STC1"
"MIR3168","HuAgeMSNDsplitRnaseq_04","MIR3168"
"AC026803.1","HuAgeMSNDsplitRnaseq_08","AC026803.1"
"MIR4689","HuAgeMSNDsplitRnaseq_05","MIR4689"
"MIR6087","HuAgeMSNDsplitRnaseq_17","MIR6087"
"AL021937.2","HuAgeMSNDsplitRnaseq_01","AL021937.2"
"AC145423.1","HuAgeMSNDsplitRnaseq_02","AC145423.1"
"AL445423.1","HuAgeMSNDsplitRnaseq_13","AL445423.1"
"AC106028.5","HuAgeMSNDsplitRnaseq_17","AC106028.5"
"RNU6-30P","HuAgeMSNDsplitRnaseq_06","RNU6-30P"
"AC073261.1","HuAgeMSNDsplitRnaseq_01","AC073261.1"
"RPL23AP97","HuAgeMSNDsplitRnaseq_01","RPL23AP97"
"AC131212.1","HuAgeMSNDsplitRnaseq_03","AC131212.1"
"MTND5P10","HuAgeMSNDsplitRnaseq_20","MTND5P10"
"AC011468.4","HuAgeMSNDsplitRnaseq_16","AC011468.4"
"AL121932.1","HuAgeMSNDsplitRnaseq_10","AL121932.1"
"AL132821.1","HuAgeMSNDsplitRnaseq_12","AL132821.1"
"SNRPCP16","HuAgeMSNDsplitRnaseq_08","SNRPCP16"
"AC010733.1","HuAgeMSNDsplitRnaseq_12","AC010733.1"
"MIR3685","HuAgeMSNDsplitRnaseq_21","MIR3685"
"AC023310.4","HuAgeMSNDsplitRnaseq_05","AC023310.4"
"RNU6-880P","HuAgeMSNDsplitRnaseq_11","RNU6-880P"
"SERPINH1","HuAgeMSNDsplitRnaseq_15","SERPINH1"
"RSL24D1P6","HuAgeMSNDsplitRnaseq_10","RSL24D1P6"
"AC109347.2","HuAgeMSNDsplitRnaseq_08","AC109347.2"
"AL009176.1","HuAgeMSNDsplitRnaseq_12","AL009176.1"
"CH25H","HuAgeMSNDsplitRnaseq_01","CH25H"
"RPL26P19","HuAgeMSNDsplitRnaseq_01","RPL26P19"
"MIR3144","HuAgeMSNDsplitRnaseq_23","MIR3144"
"MTDHP4","HuAgeMSNDsplitRnaseq_16","MTDHP4"
"AOC3","HuAgeMSNDsplitRnaseq_24","AOC3"
"RN7SL138P","HuAgeMSNDsplitRnaseq_06","RN7SL138P"
"RNU6-411P","HuAgeMSNDsplitRnaseq_09","RNU6-411P"
"SPP1","HuAgeMSNDsplitRnaseq_08","SPP1"
"RN7SL605P","HuAgeMSNDsplitRnaseq_03","RN7SL605P"
"AL133371.2","HuAgeMSNDsplitRnaseq_06","AL133371.2"
"IGKV3D-20","HuAgeMSNDsplitRnaseq_05","IGKV3D-20"
"GPR3","HuAgeMSNDsplitRnaseq_15","GPR3"
"PTGER4P2","HuAgeMSNDsplitRnaseq_01","PTGER4P2"
"AL157904.1","HuAgeMSNDsplitRnaseq_01","AL157904.1"
"AL355309.1","HuAgeMSNDsplitRnaseq_01","AL355309.1"
"AC138907.8","HuAgeMSNDsplitRnaseq_08","AC138907.8"
"RNU6-1068P","HuAgeMSNDsplitRnaseq_13","RNU6-1068P"
"PARD3-AS1","HuAgeMSNDsplitRnaseq_10","PARD3-AS1"
"IFNA11P","HuAgeMSNDsplitRnaseq_04","IFNA11P"
"HIST1H2BG","HuAgeMSNDsplitRnaseq_01","HIST1H2BG"
"GADD45B","HuAgeMSNDsplitRnaseq_24","GADD45B"
"CYR61","HuAgeMSNDsplitRnaseq_12","CYR61"
"AC092814.1","HuAgeMSNDsplitRnaseq_06","AC092814.1"
"AC012100.1","HuAgeMSNDsplitRnaseq_04","AC012100.1"
"AC242376.2","HuAgeMSNDsplitRnaseq_06","AC242376.2"
"AL159169.1","HuAgeMSNDsplitRnaseq_23","AL159169.1"
"RNU6-1300P","HuAgeMSNDsplitRnaseq_02","RNU6-1300P"
"FOXS1","HuAgeMSNDsplitRnaseq_24","FOXS1"
"RN7SL40P","HuAgeMSNDsplitRnaseq_13","RN7SL40P"
"AC245884.10","HuAgeMSNDsplitRnaseq_13","AC245884.10"
"RPL24P4","HuAgeMSNDsplitRnaseq_11","RPL24P4"
"OPALIN","HuAgeMSNDsplitRnaseq_08","OPALIN"
"RNU1-120P","HuAgeMSNDsplitRnaseq_03","RNU1-120P"
"CD14","HuAgeMSNDsplitRnaseq_06","CD14"
"RNU6-307P","HuAgeMSNDsplitRnaseq_02","RNU6-307P"
"IGHG2","HuAgeMSNDsplitRnaseq_05","IGHG2"
"AC097493.1","HuAgeMSNDsplitRnaseq_13","AC097493.1"
"HIST1H2APS3","HuAgeMSNDsplitRnaseq_05","HIST1H2APS3"
"RPL21P16","HuAgeMSNDsplitRnaseq_01","RPL21P16"
"AC093159.1","HuAgeMSNDsplitRnaseq_08","AC093159.1"
"OXT","HuAgeMSNDsplitRnaseq_27","OXT"
"GSTM5","HuAgeMSNDsplitRnaseq_07","GSTM5"
"VTRNA1-1","HuAgeMSNDsplitRnaseq_02","VTRNA1-1"
"AC009974.1","HuAgeMSNDsplitRnaseq_11","AC009974.1"
"SEPT14P4","HuAgeMSNDsplitRnaseq_25","SEPT14P4"
"AC114501.1","HuAgeMSNDsplitRnaseq_17","AC114501.1"
"PKD1P5","HuAgeMSNDsplitRnaseq_03","PKD1P5"
"IGHG4","HuAgeMSNDsplitRnaseq_05","IGHG4"
"AP005242.4","HuAgeMSNDsplitRnaseq_04","AP005242.4"
"AC099791.2","HuAgeMSNDsplitRnaseq_01","AC099791.2"
"HNRNPA1P46","HuAgeMSNDsplitRnaseq_02","HNRNPA1P46"
"SCT","HuAgeMSNDsplitRnaseq_19","SCT"
"CCL4L2","HuAgeMSNDsplitRnaseq_09","CCL4L2"
"AP000553.3","HuAgeMSNDsplitRnaseq_02","AP000553.3"
"HLA-DRA","HuAgeMSNDsplitRnaseq_06","HLA-DRA"
"FOXC1","HuAgeMSNDsplitRnaseq_12","FOXC1"
"AL096803.3","HuAgeMSNDsplitRnaseq_09","AL096803.3"
"AC084121.4","HuAgeMSNDsplitRnaseq_06","AC084121.4"
"RNA5SP379","HuAgeMSNDsplitRnaseq_05","RNA5SP379"
"AC112220.3","HuAgeMSNDsplitRnaseq_02","AC112220.3"
"AC004839.1","HuAgeMSNDsplitRnaseq_02","AC004839.1"
"AP000894.4","HuAgeMSNDsplitRnaseq_10","AP000894.4"
"SIGLEC8","HuAgeMSNDsplitRnaseq_06","SIGLEC8"
"AC073869.3","HuAgeMSNDsplitRnaseq_13","AC073869.3"
"AC012360.2","HuAgeMSNDsplitRnaseq_04","AC012360.2"
"CERCAM","HuAgeMSNDsplitRnaseq_08","CERCAM"
"RNU6-705P","HuAgeMSNDsplitRnaseq_17","RNU6-705P"
"AL645608.8","HuAgeMSNDsplitRnaseq_12","AL645608.8"
"AC117500.5","HuAgeMSNDsplitRnaseq_14","AC117500.5"
"FOXJ1","HuAgeMSNDsplitRnaseq_04","FOXJ1"
"HLA-K","HuAgeMSNDsplitRnaseq_17","HLA-K"
"VEGFA","HuAgeMSNDsplitRnaseq_12","VEGFA"
"HMGA1P7","HuAgeMSNDsplitRnaseq_14","HMGA1P7"
"AL137784.1","HuAgeMSNDsplitRnaseq_06","AL137784.1"
"AC005753.1","HuAgeMSNDsplitRnaseq_15","AC005753.1"
"MIR4686","HuAgeMSNDsplitRnaseq_23","MIR4686"
"AC073464.2","HuAgeMSNDsplitRnaseq_04","AC073464.2"
"AC092354.1","HuAgeMSNDsplitRnaseq_08","AC092354.1"
"AC005498.1","HuAgeMSNDsplitRnaseq_14","AC005498.1"
"RNU6-1251P","HuAgeMSNDsplitRnaseq_01","RNU6-1251P"
"MIR487A","HuAgeMSNDsplitRnaseq_13","MIR487A"
"VN1R42P","HuAgeMSNDsplitRnaseq_04","VN1R42P"
"AL021918.1","HuAgeMSNDsplitRnaseq_17","AL021918.1"
"AC079922.1","HuAgeMSNDsplitRnaseq_06","AC079922.1"
"RN7SL251P","HuAgeMSNDsplitRnaseq_10","RN7SL251P"
"IGHJ6","HuAgeMSNDsplitRnaseq_05","IGHJ6"
"AP001059.2","HuAgeMSNDsplitRnaseq_14","AP001059.2"
"AC005776.1","HuAgeMSNDsplitRnaseq_08","AC005776.1"
"AC011043.1","HuAgeMSNDsplitRnaseq_03","AC011043.1"
"AC046185.2","HuAgeMSNDsplitRnaseq_01","AC046185.2"
"MIR345","HuAgeMSNDsplitRnaseq_01","MIR345"
"RN7SL152P","HuAgeMSNDsplitRnaseq_01","RN7SL152P"
"NEUROD6","HuAgeMSNDsplitRnaseq_08","NEUROD6"
"AL353626.2","HuAgeMSNDsplitRnaseq_11","AL353626.2"
"RPS23P8","HuAgeMSNDsplitRnaseq_28","RPS23P8"
"RN7SL493P","HuAgeMSNDsplitRnaseq_02","RN7SL493P"
"AL355353.1","HuAgeMSNDsplitRnaseq_03","AL355353.1"
"AC026585.1","HuAgeMSNDsplitRnaseq_14","AC026585.1"
"AC034236.3","HuAgeMSNDsplitRnaseq_12","AC034236.3"
"RPSAP72","HuAgeMSNDsplitRnaseq_05","RPSAP72"
"OR7E154P","HuAgeMSNDsplitRnaseq_01","OR7E154P"
"RNU6-1187P","HuAgeMSNDsplitRnaseq_01","RNU6-1187P"
"GPIHBP1","HuAgeMSNDsplitRnaseq_08","GPIHBP1"
"CYP4F32P","HuAgeMSNDsplitRnaseq_04","CYP4F32P"
"PABPC1P3","HuAgeMSNDsplitRnaseq_01","PABPC1P3"
"AC135803.1","HuAgeMSNDsplitRnaseq_28","AC135803.1"
"AL158063.1","HuAgeMSNDsplitRnaseq_11","AL158063.1"
"AL627309.6","HuAgeMSNDsplitRnaseq_01","AL627309.6"
"AL590399.4","HuAgeMSNDsplitRnaseq_04","AL590399.4"
"SIX2","HuAgeMSNDsplitRnaseq_12","SIX2"
"AC091932.1","HuAgeMSNDsplitRnaseq_08","AC091932.1"
"AC104687.2","HuAgeMSNDsplitRnaseq_01","AC104687.2"
"AL022334.2","HuAgeMSNDsplitRnaseq_05","AL022334.2"
"AC006960.3","HuAgeMSNDsplitRnaseq_04","AC006960.3"
"AC007029.1","HuAgeMSNDsplitRnaseq_01","AC007029.1"
"AL354707.3","HuAgeMSNDsplitRnaseq_09","AL354707.3"
"MIR300","HuAgeMSNDsplitRnaseq_11","MIR300"
"AP003392.5","HuAgeMSNDsplitRnaseq_08","AP003392.5"
"AC138207.5","HuAgeMSNDsplitRnaseq_06","AC138207.5"
"AL161734.1","HuAgeMSNDsplitRnaseq_14","AL161734.1"
"KDM5D","HuAgeMSNDsplitRnaseq_13","KDM5D"
"HIST1H4D","HuAgeMSNDsplitRnaseq_03","HIST1H4D"
"HMGN2P15","HuAgeMSNDsplitRnaseq_12","HMGN2P15"
"AC022296.3","HuAgeMSNDsplitRnaseq_04","AC022296.3"
"PRKXP1","HuAgeMSNDsplitRnaseq_01","PRKXP1"
"RPL34P34","HuAgeMSNDsplitRnaseq_04","RPL34P34"
"AL031058.1","HuAgeMSNDsplitRnaseq_12","AL031058.1"
"MIR147A","HuAgeMSNDsplitRnaseq_03","MIR147A"
"HAPLN2","HuAgeMSNDsplitRnaseq_08","HAPLN2"
"IGFBP5","HuAgeMSNDsplitRnaseq_12","IGFBP5"
"IGHV4-34","HuAgeMSNDsplitRnaseq_05","IGHV4-34"
"RNU6-6P","HuAgeMSNDsplitRnaseq_11","RNU6-6P"
"KRT31","HuAgeMSNDsplitRnaseq_08","KRT31"
"AC010424.2","HuAgeMSNDsplitRnaseq_07","AC010424.2"
"AC106791.2","HuAgeMSNDsplitRnaseq_08","AC106791.2"
"COL1A2","HuAgeMSNDsplitRnaseq_12","COL1A2"
"AC025166.1","HuAgeMSNDsplitRnaseq_03","AC025166.1"
"AL117328.1","HuAgeMSNDsplitRnaseq_14","AL117328.1"
"NPIPA5","HuAgeMSNDsplitRnaseq_03","NPIPA5"
"RNA5SP478","HuAgeMSNDsplitRnaseq_02","RNA5SP478"
"AC080078.2","HuAgeMSNDsplitRnaseq_08","AC080078.2"
"AC009163.6","HuAgeMSNDsplitRnaseq_08","AC009163.6"
"AC245008.1","HuAgeMSNDsplitRnaseq_25","AC245008.1"
"LINC01480","HuAgeMSNDsplitRnaseq_06","LINC01480"
"AP001065.1","HuAgeMSNDsplitRnaseq_21","AP001065.1"
"IGHV3-15","HuAgeMSNDsplitRnaseq_05","IGHV3-15"
"AL136304.1","HuAgeMSNDsplitRnaseq_10","AL136304.1"
"AC009237.8","HuAgeMSNDsplitRnaseq_03","AC009237.8"
"AC006466.1","HuAgeMSNDsplitRnaseq_08","AC006466.1"
"AC015660.4","HuAgeMSNDsplitRnaseq_08","AC015660.4"
"AC026741.1","HuAgeMSNDsplitRnaseq_05","AC026741.1"
"GADD45G","HuAgeMSNDsplitRnaseq_08","GADD45G"
"RNU6-940P","HuAgeMSNDsplitRnaseq_04","RNU6-940P"
"AC022400.4","HuAgeMSNDsplitRnaseq_02","AC022400.4"
"AC073534.1","HuAgeMSNDsplitRnaseq_11","AC073534.1"
"PHLDA2","HuAgeMSNDsplitRnaseq_24","PHLDA2"
"TPM2","HuAgeMSNDsplitRnaseq_24","TPM2"
"AC100771.1","HuAgeMSNDsplitRnaseq_14","AC100771.1"
"AC104985.2","HuAgeMSNDsplitRnaseq_14","AC104985.2"
"GADD45A","HuAgeMSNDsplitRnaseq_15","GADD45A"
"AC118658.1","HuAgeMSNDsplitRnaseq_14","AC118658.1"
"ETNPPL","HuAgeMSNDsplitRnaseq_07","ETNPPL"
"AC098679.2","HuAgeMSNDsplitRnaseq_08","AC098679.2"
"MIR4472-1","HuAgeMSNDsplitRnaseq_05","MIR4472-1"
"AL627230.1","HuAgeMSNDsplitRnaseq_12","AL627230.1"
"IGHJ2","HuAgeMSNDsplitRnaseq_05","IGHJ2"
"RPS15AP38","HuAgeMSNDsplitRnaseq_03","RPS15AP38"
"AC087392.5","HuAgeMSNDsplitRnaseq_08","AC087392.5"
"RPL12P30","HuAgeMSNDsplitRnaseq_02","RPL12P30"
"AC010205.1","HuAgeMSNDsplitRnaseq_24","AC010205.1"
"MIR3143","HuAgeMSNDsplitRnaseq_10","MIR3143"
"SLC7A5P1","HuAgeMSNDsplitRnaseq_17","SLC7A5P1"
"AL021368.1","HuAgeMSNDsplitRnaseq_28","AL021368.1"
"TMPRSS5","HuAgeMSNDsplitRnaseq_02","TMPRSS5"
"AVP","HuAgeMSNDsplitRnaseq_20","AVP"
"MIR4454","HuAgeMSNDsplitRnaseq_21","MIR4454"
"HGC6.3","HuAgeMSNDsplitRnaseq_03","HGC6.3"
"AC069234.5","HuAgeMSNDsplitRnaseq_11","AC069234.5"
"RPL23AP25","HuAgeMSNDsplitRnaseq_02","RPL23AP25"
"KRT5","HuAgeMSNDsplitRnaseq_05","KRT5"
"AC091564.1","HuAgeMSNDsplitRnaseq_13","AC091564.1"
"TBC1D3L","HuAgeMSNDsplitRnaseq_05","TBC1D3L"
"RNU6-562P","HuAgeMSNDsplitRnaseq_13","RNU6-562P"
"VN1R85P","HuAgeMSNDsplitRnaseq_14","VN1R85P"
"AC021755.3","HuAgeMSNDsplitRnaseq_06","AC021755.3"
"GSTT2B","HuAgeMSNDsplitRnaseq_04","GSTT2B"
"AC119751.4","HuAgeMSNDsplitRnaseq_06","AC119751.4"
"TH","HuAgeMSNDsplitRnaseq_05","TH"
"MIR1185-1","HuAgeMSNDsplitRnaseq_17","MIR1185-1"
"AC136475.9","HuAgeMSNDsplitRnaseq_05","AC136475.9"
"HIST1H1D","HuAgeMSNDsplitRnaseq_01","HIST1H1D"
"FMOD","HuAgeMSNDsplitRnaseq_12","FMOD"
"MIR27A","HuAgeMSNDsplitRnaseq_03","MIR27A"
"RNU6ATAC40P","HuAgeMSNDsplitRnaseq_11","RNU6ATAC40P"
"LINC01833","HuAgeMSNDsplitRnaseq_04","LINC01833"
"NPIPB15","HuAgeMSNDsplitRnaseq_01","NPIPB15"
"ECEL1","HuAgeMSNDsplitRnaseq_12","ECEL1"
"PPIAP32","HuAgeMSNDsplitRnaseq_02","PPIAP32"
"AC006511.1","HuAgeMSNDsplitRnaseq_13","AC006511.1"
"AP001767.2","HuAgeMSNDsplitRnaseq_05","AP001767.2"
"FRZB","HuAgeMSNDsplitRnaseq_12","FRZB"
"SNRPGP17","HuAgeMSNDsplitRnaseq_06","SNRPGP17"
"AC098818.1","HuAgeMSNDsplitRnaseq_01","AC098818.1"
"AC004556.1","HuAgeMSNDsplitRnaseq_04","AC004556.1"
"AC002428.2","HuAgeMSNDsplitRnaseq_07","AC002428.2"
"OR5AO1P","HuAgeMSNDsplitRnaseq_05","OR5AO1P"
"AC073073.1","HuAgeMSNDsplitRnaseq_04","AC073073.1"
"AL627230.4","HuAgeMSNDsplitRnaseq_08","AL627230.4"
"ODF3B","HuAgeMSNDsplitRnaseq_03","ODF3B"
"AC006058.2","HuAgeMSNDsplitRnaseq_08","AC006058.2"
"HIST1H4C","HuAgeMSNDsplitRnaseq_03","HIST1H4C"
"AC098476.1","HuAgeMSNDsplitRnaseq_12","AC098476.1"
"ISCA1P1","HuAgeMSNDsplitRnaseq_02","ISCA1P1"
"CDH12P2","HuAgeMSNDsplitRnaseq_01","CDH12P2"
"AIF1","HuAgeMSNDsplitRnaseq_06","AIF1"
"TRAJ39","HuAgeMSNDsplitRnaseq_04","TRAJ39"
"AC092954.2","HuAgeMSNDsplitRnaseq_08","AC092954.2"
"AC079140.5","HuAgeMSNDsplitRnaseq_10","AC079140.5"
"STK19B","HuAgeMSNDsplitRnaseq_01","STK19B"
"MRPS18CP6","HuAgeMSNDsplitRnaseq_02","MRPS18CP6"
"MZT1P2","HuAgeMSNDsplitRnaseq_14","MZT1P2"
"LINC02560","HuAgeMSNDsplitRnaseq_09","LINC02560"
"AC015922.2","HuAgeMSNDsplitRnaseq_23","AC015922.2"
"AL031587.4","HuAgeMSNDsplitRnaseq_14","AL031587.4"
"FOLR2","HuAgeMSNDsplitRnaseq_06","FOLR2"
"DNAJB1","HuAgeMSNDsplitRnaseq_15","DNAJB1"
"MIR4477B","HuAgeMSNDsplitRnaseq_03","MIR4477B"
"AL109838.1","HuAgeMSNDsplitRnaseq_11","AL109838.1"
"RF00410","HuAgeMSNDsplitRnaseq_09","RF00410"
"AL031008.1","HuAgeMSNDsplitRnaseq_11","AL031008.1"
"AC087203.3","HuAgeMSNDsplitRnaseq_08","AC087203.3"
"AL121652.1","HuAgeMSNDsplitRnaseq_03","AL121652.1"
"MIR101-1","HuAgeMSNDsplitRnaseq_01","MIR101-1"
"RPLP0P1","HuAgeMSNDsplitRnaseq_08","RPLP0P1"
"MIR876","HuAgeMSNDsplitRnaseq_01","MIR876"
"AC114341.1","HuAgeMSNDsplitRnaseq_06","AC114341.1"
"MIR210HG","HuAgeMSNDsplitRnaseq_12","MIR210HG"
"RNA5SP25","HuAgeMSNDsplitRnaseq_02","RNA5SP25"
"AC091812.3","HuAgeMSNDsplitRnaseq_04","AC091812.3"
"AC114810.1","HuAgeMSNDsplitRnaseq_06","AC114810.1"
"AC022296.2","HuAgeMSNDsplitRnaseq_17","AC022296.2"
"MIR5707","HuAgeMSNDsplitRnaseq_01","MIR5707"
"AC027281.1","HuAgeMSNDsplitRnaseq_04","AC027281.1"
"Z69890.1","HuAgeMSNDsplitRnaseq_02","Z69890.1"
"RNU6-1245P","HuAgeMSNDsplitRnaseq_02","RNU6-1245P"
"AC148477.7","HuAgeMSNDsplitRnaseq_14","AC148477.7"
"AC005777.1","HuAgeMSNDsplitRnaseq_21","AC005777.1"
"AC090589.1","HuAgeMSNDsplitRnaseq_14","AC090589.1"
"AL008721.1","HuAgeMSNDsplitRnaseq_04","AL008721.1"
"AC009955.2","HuAgeMSNDsplitRnaseq_04","AC009955.2"
"AL139351.1","HuAgeMSNDsplitRnaseq_09","AL139351.1"
"AC215219.1","HuAgeMSNDsplitRnaseq_04","AC215219.1"
